,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,LARD-distances
1860,A plastic disposable water bottle.,water_bottle_3_3,0,[0 4 2 1 3],water_bottle_3_3,"['water_bottle_3_3' 'coffee_mug_4_3' 'flashlight_3_4' 'shampoo_1_2'
 'band_aid_2_4']",[0.27 0.69 0.72 0.3  0.76],[0.26 0.82 0.54 0.47 0.72],[0.26 0.75 0.63 0.39 0.74],[0.24 0.72 0.67 0.35 0.73]
1861,A pair of pliers with pinck handles.,pliers_1_3,0,[0 1 3 4 2],pliers_1_3,['pliers_1_3' 'cell_phone_2_2' 'book_1_4' 'tissue_box_1_3' 'mouse_3_3'],[0.28 0.37 0.7  0.81 0.59],[0.51 0.46 0.56 0.64 0.45],[0.4  0.41 0.63 0.73 0.52],[0.37 0.36 0.59 0.64 0.52]
1862,A small framing hammer.,hammer_2_4,3,[3 1 2 0 4],screwdriver_5_4,"['hammer_2_4' 'pencil_5_2' 'can_opener_1_4' 'screwdriver_5_4'
 'soda_bottle_5_4']",[0.39 0.49 0.48 0.42 0.73],[0.53 0.3  0.43 0.35 0.66],[0.46 0.39 0.45 0.39 0.7 ],[0.47 0.52 0.49 0.49 0.7 ]
1863,this is a 16oz. bottle of water.,water_bottle_3_3,0,[0 4 3 1 2],water_bottle_3_3,"['water_bottle_3_3' 'lime_5_3' 'measuring_tape_5_1' 'medicine_bottle_4_2'
 'picture_frame_4_2']",[0.18 0.71 0.71 0.47 0.58],[0.19 0.82 0.74 0.31 0.46],[0.18 0.77 0.72 0.39 0.52],[0.22 0.66 0.63 0.35 0.51]
1864,this is a small pair of pink handled needle-nosed pliers.,pliers_1_3,0,[0 3 2 4 1],pliers_1_3,"['pliers_1_3' 'picture_frame_3_1' 'toothpaste_4_2' 'lemon_1_4'
 'scissors_2_3']",[0.3  0.74 0.44 0.84 0.39],[0.48 0.6  0.64 0.68 0.5 ],[0.39 0.67 0.54 0.76 0.44],[0.4  0.7  0.56 0.75 0.42]
1865,this is a peen hammer.,hammer_2_4,0,[0 2 3 4 1],hammer_2_4,"['hammer_2_4' 'stapler_1_1' 'medicine_bottle_4_2' 'eye_glasses_1_2'
 'book_3_1']",[0.36 0.46 0.63 0.73 0.49],[0.4  0.59 0.73 0.67 0.55],[0.38 0.52 0.68 0.7  0.52],[0.39 0.57 0.81 0.68 0.58]
1866,It is a full bottle of Smartwater.,water_bottle_3_3,0,[0 3 4 2 1],water_bottle_3_3,"['water_bottle_3_3' 'band_aid_4_2' 'measuring_tape_3_4' 'toothbrush_5_3'
 'soda_bottle_2_4']",[0.22 0.91 0.83 0.58 0.32],[0.19 0.61 0.85 0.63 0.3 ],[0.2  0.76 0.84 0.6  0.31],[0.23 0.68 0.74 0.57 0.33]
1867,It is a pair of pink pliers.,pliers_1_3,0,[0 4 3 2 1],pliers_1_3,"['pliers_1_3' 'soda_bottle_4_1' 'apple_4_4' 'medicine_bottle_1_4'
 'toothpaste_4_2']",[0.28 0.83 0.75 0.74 0.43],[0.48 0.78 0.8  0.7  0.64],[0.38 0.81 0.77 0.72 0.53],[0.34 0.75 0.72 0.69 0.59]
1868,It is a black and yellow hammer.,hammer_2_4,0,[0 1 4 3 2],hammer_2_4,"['hammer_2_4' 'picture_frame_1_2' 'pencil_1_3' 'food_jar_5_2'
 'toothbrush_4_1']",[0.43 0.45 0.79 0.71 0.66],[0.52 0.59 0.7  0.72 0.57],[0.48 0.52 0.75 0.71 0.62],[0.48 0.51 0.77 0.64 0.6 ]
1869,"This is a large water bottle, that is clear and has blue labeling",water_bottle_3_3,0,[0 2 4 1 3],water_bottle_3_3,"['water_bottle_3_3' 'tissue_box_1_4' 'can_opener_3_4'
 'prescription_medicine_bottle_2_4' 'pliers_4_1']",[0.2  0.54 0.72 0.38 0.68],[0.21 0.6  0.6  0.38 0.58],[0.2  0.57 0.66 0.38 0.63],[0.26 0.63 0.6  0.35 0.55]
1870,this is a pink pair of needlenose pliers,pliers_1_3,0,[0 1 2 3 4],pliers_1_3,"['pliers_1_3' 'allen_wrench_3_3' 'eye_glasses_4_1' 'pill_cutter_1_4'
 'pencil_1_1']",[0.32 0.51 0.42 0.57 0.74],[0.47 0.3  0.41 0.42 0.64],[0.4  0.4  0.41 0.49 0.69],[0.42 0.43 0.37 0.58 0.73]
1871,this is a yellow and black hammer,hammer_2_4,0,[0 4 2 3 1],hammer_2_4,"['hammer_2_4' 'lime_5_3' 'eye_glasses_2_1' 'soda_bottle_2_4'
 'notebook_2_4']",[0.37 0.64 0.63 0.62 0.55],[0.49 0.75 0.49 0.67 0.49],[0.43 0.7  0.56 0.65 0.52],[0.47 0.67 0.59 0.63 0.54]
1872,THIS IS A BOTTLE OF WATER WITH A DRINKING CAP THAT DOESN'T NEED UNCAPPING,water_bottle_3_3,0,[0 3 1 4 2],water_bottle_3_3,"['water_bottle_3_3' 'lightbulb_2_4' 'shampoo_4_2' 'flashlight_3_4'
 'screwdriver_1_3']",[0.2  0.51 0.22 0.82 0.56],[0.22 0.59 0.26 0.61 0.45],[0.21 0.55 0.24 0.72 0.51],[0.2  0.54 0.22 0.71 0.59]
1873,This is a pair of pliers with pink handles,pliers_1_3,1,[1 4 2 0 3],measuring_tape_1_1,"['pliers_1_3' 'sponge_2_4' 'hammer_5_1' 'measuring_tape_1_1'
 'food_can_4_3']",[0.29 0.78 0.45 0.46 0.69],[0.49 0.7  0.56 0.27 0.68],[0.39 0.74 0.51 0.36 0.69],[0.39 0.67 0.48 0.41 0.64]
1874,This is a hammer with yellow and black handle,hammer_2_4,0,[0 4 2 1 3],hammer_2_4,['hammer_2_4' 'band_aid_1_4' 'marker_4_4' 'notebook_2_3' 'band_aid_5_3'],[0.38 0.88 0.58 0.65 0.73],[0.5  0.69 0.59 0.5  0.73],[0.44 0.79 0.58 0.57 0.73],[0.43 0.86 0.6  0.62 0.79]
1875,a plastic of water,water_bottle_3_3,0,[0 1 4 2 3],water_bottle_3_3,"['water_bottle_3_3' 'soda_bottle_3_2' 'allen_wrench_3_3' 'cell_phone_3_2'
 'potato_2_1']",[0.19 0.36 0.67 0.59 0.64],[0.26 0.33 0.64 0.67 0.65],[0.23 0.35 0.66 0.63 0.64],[0.23 0.34 0.67 0.64 0.64]
1876,a pink pail of pliers,pliers_1_3,0,[0 4 1 2 3],pliers_1_3,"['pliers_1_3' 'can_opener_4_4' 'measuring_tape_5_2' 'allen_wrench_3_3'
 'screwdriver_5_1']",[0.33 0.46 0.38 0.55 0.5 ],[0.41 0.51 0.46 0.3  0.39],[0.37 0.48 0.42 0.43 0.44],[0.4  0.49 0.45 0.42 0.47]
1877,a yellow and black hammer,hammer_2_4,0,[0 2 3 4 1],hammer_2_4,['hammer_2_4' 'bowl_2_3' 'lemon_5_3' 'potato_2_1' 'bell_pepper_2_2'],[0.38 0.82 0.88 0.93 0.48],[0.51 0.84 0.79 0.86 0.7 ],[0.44 0.83 0.83 0.9  0.59],[0.49 0.74 0.74 0.8  0.53]
1878,The object is a bottle of water with a sport cap.,water_bottle_3_3,0,[0 4 2 1 3],water_bottle_3_3,"['water_bottle_3_3' 'pliers_5_3' 'hand_towel_1_4' 'coffee_mug_1_1'
 'lightbulb_4_3']",[0.2  0.74 0.59 0.41 0.6 ],[0.23 0.86 0.7  0.66 0.75],[0.22 0.8  0.64 0.53 0.67],[0.22 0.76 0.69 0.58 0.62]
1879,The object is a pair of pliers with pink handles.,pliers_1_3,0,[0 1 3 2 4],pliers_1_3,['pliers_1_3' 'scissors_4_1' 'lime_4_2' 'lightbulb_2_4' 'soda_bottle_3_2'],[0.29 0.39 0.66 0.55 0.79],[0.46 0.38 0.64 0.48 0.76],[0.37 0.38 0.65 0.52 0.78],[0.44 0.35 0.7  0.58 0.84]
1880,The object is a hammer with a black and yellow handle.,hammer_2_4,0,[0 1 2 4 3],hammer_2_4,"['hammer_2_4' 'flashlight_2_1' 'pliers_1_3' 'water_bottle_1_4'
 'lightbulb_4_3']",[0.38 0.48 0.54 0.76 0.73],[0.5  0.49 0.78 0.8  0.73],[0.44 0.49 0.66 0.78 0.73],[0.44 0.53 0.66 0.75 0.67]
1881,This is a smartwater bottle with water in it.,water_bottle_3_3,0,[0 2 1 3 4],water_bottle_3_3,"['water_bottle_3_3' 'picture_frame_4_2' 'soda_bottle_1_1'
 'bell_pepper_1_1' 'measuring_tape_2_1']",[0.22 0.62 0.38 0.71 0.72],[0.24 0.57 0.39 0.7  0.78],[0.23 0.59 0.38 0.7  0.75],[0.31 0.49 0.33 0.58 0.59]
1882,This is a pair of pliers or tweezers.,pliers_1_3,0,[0 2 1 4 3],pliers_1_3,"['pliers_1_3' 'scissors_5_1' 'screwdriver_2_2' 'apple_1_2'
 'soda_bottle_1_1']",[0.29 0.45 0.48 0.76 0.71],[0.48 0.4  0.32 0.75 0.71],[0.39 0.42 0.4  0.76 0.71],[0.43 0.44 0.42 0.65 0.65]
1883,This is a tool that can be used by many handymen.,hammer_2_4,0,[0 2 1 3 4],hammer_2_4,"['hammer_2_4' 'marker_1_2' 'marker_4_3' 'medicine_bottle_1_4'
 'soda_bottle_5_2']",[0.42 0.41 0.47 0.61 0.72],[0.38 0.61 0.48 0.6  0.69],[0.4  0.51 0.48 0.6  0.71],[0.4  0.59 0.5  0.71 0.68]
1884,A bottle of water with blue label.,water_bottle_3_3,0,[0 1 2 4 3],water_bottle_3_3,"['water_bottle_3_3' 'bell_pepper_2_2' 'band_aid_1_4' 'lime_2_2'
 'plate_3_1']",[0.19 0.51 0.49 0.89 0.77],[0.16 0.4  0.69 0.74 0.78],[0.17 0.45 0.59 0.81 0.77],[0.19 0.48 0.56 0.86 0.84]
1885,Pink handled pliers.,pliers_1_3,0,[0 2 4 3 1],pliers_1_3,['pliers_1_3' 'can_opener_5_4' 'stapler_2_3' 'fork_2_3' 'toothbrush_1_1'],[0.32 0.36 0.56 0.66 0.54],[0.5  0.69 0.63 0.47 0.45],[0.41 0.52 0.6  0.56 0.49],[0.48 0.6  0.59 0.51 0.46]
1886,A black and yellow handled hammer.,hammer_2_4,0,[0 2 1 4 3],hammer_2_4,"['hammer_2_4' 'allen_wrench_2_2' 'pencil_3_4'
 'prescription_medicine_bottle_2_4' 'sponge_2_4']",[0.37 0.87 0.7  0.9  0.84],[0.52 0.7  0.7  0.96 0.77],[0.44 0.78 0.7  0.93 0.81],[0.41 0.74 0.68 0.94 0.78]
1887,A clear plastic bottle of water sits upright with the front label facing to the left.,water_bottle_3_3,0,[0 4 3 2 1],water_bottle_3_3,"['water_bottle_3_3' 'marker_1_2' 'toothpaste_5_2' 'allen_wrench_3_3'
 'book_4_4']",[0.23 0.85 0.71 0.64 0.55],[0.2  0.59 0.66 0.67 0.63],[0.22 0.72 0.68 0.66 0.59],[0.26 0.65 0.64 0.6  0.6 ]
1888,A pair of needle nose pliers has pink handles and the pincers are slightly open. They face the left side.,pliers_1_3,0,[0 3 2 1 4],pliers_1_3,['pliers_1_3' 'lemon_3_4' 'bowl_4_2' 'sponge_1_3' 'fork_5_1'],[0.31 0.72 0.64 0.56 0.69],[0.49 0.8  0.64 0.47 0.85],[0.4  0.76 0.64 0.51 0.77],[0.42 0.75 0.7  0.53 0.82]
1889,I see a hammer with a black and yellow grip handle. The head of the hammer is positioned away from the and to the left with the blunt end of the head pointed away from me.,hammer_2_4,0,[0 3 2 1 4],hammer_2_4,"['hammer_2_4' 'scissors_1_3' 'picture_frame_4_2' 'stapler_5_4'
 'food_jar_3_2']",[0.35 0.7  0.64 0.66 0.69],[0.38 0.78 0.48 0.46 0.79],[0.37 0.74 0.56 0.56 0.74],[0.4  0.79 0.61 0.56 0.75]
1890,A green marker.,marker_3_1,0,[0 1 3 4 2],marker_3_1,['marker_3_1' 'mouse_1_1' 'apple_1_5' 'apple_3_4' 'hammer_1_3'],[0.23 0.52 0.66 0.72 0.59],[0.26 0.44 0.7  0.73 0.49],[0.25 0.48 0.68 0.72 0.54],[0.32 0.39 0.62 0.7  0.52]
1891,This is a broad tip green marker,marker_3_1,0,[0 4 1 2 3],marker_3_1,['marker_3_1' 'soda_bottle_3_2' 'spoon_3_3' 'lightbulb_5_2' 'fork_3_4'],[0.25 0.73 0.53 0.72 0.64],[0.27 0.7  0.65 0.54 0.62],[0.26 0.71 0.59 0.63 0.63],[0.46 0.54 0.65 0.66 0.68]
1892,This is a blue marker.,marker_3_1,0,[0 3 2 1 4],marker_3_1,"['marker_3_1' 'prescription_medicine_bottle_1_3' 'notebook_1_1'
 'measuring_tape_2_1' 'scissors_2_1']",[0.21 0.65 0.6  0.42 0.74],[0.26 0.62 0.43 0.55 0.59],[0.23 0.64 0.52 0.49 0.67],[0.33 0.46 0.54 0.44 0.68]
1893,This object is a white marker with a green cap.,marker_3_1,0,[0 3 2 4 1],marker_3_1,['marker_3_1' 'bowl_4_2' 'banana_3_4' 'potato_2_1' 'hammer_5_1'],[0.24 0.69 0.75 0.79 0.39],[0.29 0.66 0.48 0.72 0.64],[0.26 0.67 0.62 0.75 0.51],[0.33 0.64 0.61 0.72 0.49]
1894,There is a green marker that is used on a dry erase board.,marker_3_1,0,[0 1 4 3 2],marker_3_1,['marker_3_1' 'toothpaste_4_2' 'lime_2_3' 'shampoo_5_2' 'lightbulb_2_4'],[0.19 0.49 0.86 0.6  0.56],[0.3  0.46 0.65 0.69 0.66],[0.24 0.47 0.76 0.64 0.61],[0.29 0.47 0.75 0.55 0.65]
1895,It is a green whiteboard marker.,marker_3_1,0,[0 3 1 2 4],marker_3_1,"['marker_3_1' 'band_aid_1_1' 'measuring_tape_5_2' 'picture_frame_4_4'
 'lightbulb_1_4']",[0.2  0.63 0.59 0.5  0.65],[0.28 0.68 0.41 0.62 0.75],[0.24 0.65 0.5  0.56 0.7 ],[0.3  0.62 0.55 0.56 0.71]
1896,A marker with a green top and bottom and a white barrel.,marker_3_1,0,[0 1 4 3 2],marker_3_1,"['marker_3_1' 'soda_bottle_4_3' 'scissors_1_3' 'potato_1_1'
 'bell_pepper_2_2']",[0.25 0.68 0.73 0.69 0.66],[0.31 0.64 0.85 0.87 0.68],[0.28 0.66 0.79 0.78 0.67],[0.26 0.63 0.76 0.74 0.67]
1897,a green magic marker,marker_3_1,0,[0 2 1 3 4],marker_3_1,"['marker_3_1' 'water_bottle_4_1' 'screwdriver_1_3' 'plate_4_2'
 'medicine_bottle_1_4']",[0.2  0.56 0.67 0.59 0.58],[0.24 0.58 0.37 0.55 0.65],[0.22 0.57 0.52 0.57 0.62],[0.31 0.49 0.52 0.57 0.51]
1898,This is a green dry erase marker.,marker_3_1,0,[0 2 3 4 1],marker_3_1,['marker_3_1' 'scissors_2_1' 'banana_2_3' 'lemon_2_4' 'fork_3_4'],[0.2  0.75 0.79 0.87 0.66],[0.29 0.61 0.61 0.74 0.69],[0.25 0.68 0.7  0.81 0.68],[0.24 0.69 0.71 0.82 0.66]
1899,This is a marker with a white body and green cap.,marker_3_1,0,[0 3 4 1 2],marker_3_1,"['marker_3_1' 'coffee_mug_5_2' 'soda_bottle_5_4' 'screwdriver_4_3'
 'notebook_1_1']",[0.28 0.59 0.68 0.6  0.67],[0.31 0.68 0.63 0.53 0.46],[0.29 0.64 0.65 0.56 0.56],[0.36 0.55 0.59 0.56 0.52]
1900,A manual metal can opener.,can_opener_5_4,1,[1 3 2 4 0],marker_2_1,['can_opener_5_4' 'lightbulb_1_4' 'apple_3_4' 'bowl_3_2' 'marker_2_1'],[0.57 0.78 0.58 0.83 0.51],[0.38 0.58 0.67 0.78 0.41],[0.47 0.68 0.62 0.81 0.46],[0.52 0.65 0.65 0.79 0.52]
1901,A bottle of water with a blue lid.,water_bottle_2_3,0,[0 1 2 4 3],water_bottle_2_3,"['water_bottle_2_3' 'syringe_5_1' 'marker_3_1' 'notebook_2_4'
 'allen_wrench_3_3']",[0.26 0.67 0.74 0.72 0.7 ],[0.18 0.63 0.64 0.71 0.7 ],[0.22 0.65 0.69 0.72 0.7 ],[0.32 0.6  0.65 0.58 0.63]
1902,It is a device with a handle on it to twist.,can_opener_5_4,1,[1 3 0 4 2],marker_4_4,['can_opener_5_4' 'lime_2_2' 'marker_4_4' 'lime_2_2' 'food_jar_3_2'],[0.43 0.7  0.47 0.7  0.52],[0.47 0.71 0.42 0.71 0.58],[0.45 0.7  0.45 0.7  0.55],[0.48 0.63 0.5  0.63 0.58]
1903,This water bottle has a blue cap. It is empty.,water_bottle_2_3,0,[0 2 4 1 3],water_bottle_2_3,"['water_bottle_2_3' 'band_aid_2_4' 'stapler_2_3' 'flashlight_2_1'
 'can_opener_4_1']",[0.24 0.73 0.77 0.73 0.65],[0.18 0.7  0.7  0.64 0.79],[0.21 0.72 0.73 0.68 0.72],[0.36 0.71 0.62 0.66 0.65]
1904,This is a silver object that appears to be made of metal. It has a handle on the right and a piece sticking up with two holes on the left.,can_opener_5_4,0,[0 1 2 4 3],can_opener_5_4,"['can_opener_5_4' 'bell_pepper_2_2' 'shampoo_3_1' 'band_aid_2_4'
 'medicine_bottle_3_4']",[0.43 0.49 0.59 0.81 0.61],[0.5  0.67 0.58 0.82 0.61],[0.46 0.58 0.59 0.81 0.61],[0.49 0.55 0.6  0.82 0.61]
1905,This is a bottle of clear liquid. The bottle itself is clear with a blue cap.,water_bottle_2_3,0,[0 4 1 3 2],water_bottle_2_3,"['water_bottle_2_3' 'screwdriver_2_2' 'picture_frame_2_1'
 'bell_pepper_1_1' 'lightbulb_2_4']",[0.21 0.57 0.5  0.69 0.47],[0.24 0.78 0.49 0.62 0.59],[0.22 0.68 0.49 0.66 0.53],[0.28 0.63 0.46 0.61 0.49]
1906,NA,can_opener_5_4,0,[0 1 2 3 4],can_opener_5_4,"['can_opener_5_4' 'fork_1_2' 'toothbrush_1_1' 'bell_pepper_4_3'
 'food_jar_2_3']",[0.42 0.46 0.43 0.46 0.53],[0.42 0.4  0.45 0.5  0.47],[0.42 0.43 0.44 0.48 0.5 ],[0.47 0.4  0.5  0.47 0.56]
1907,This bottled water looks fairly expensive.,water_bottle_2_3,0,[0 2 1 3 4],water_bottle_2_3,"['water_bottle_2_3' 'tissue_box_1_3' 'prescription_medicine_bottle_3_3'
 'lightbulb_4_3' 'onion_2_1']",[0.25 0.48 0.47 0.48 0.58],[0.22 0.57 0.41 0.59 0.6 ],[0.24 0.52 0.44 0.54 0.59],[0.26 0.59 0.41 0.6  0.6 ]
1908,A can opener with a bottle opener.,can_opener_5_4,1,[1 3 4 2 0],stapler_1_1,"['can_opener_5_4' 'syringe_5_3' 'coffee_mug_5_2' 'pencil_4_4'
 'stapler_1_1']",[0.53 0.53 0.61 0.48 0.4 ],[0.38 0.51 0.82 0.5  0.48],[0.45 0.52 0.71 0.49 0.44],[0.45 0.5  0.7  0.45 0.39]
1909,A bottle of water.,water_bottle_2_3,0,[0 3 4 2 1],water_bottle_2_3,['water_bottle_2_3' 'onion_3_4' 'bell_pepper_1_1' 'bowl_3_2' 'bowl_4_2'],[0.26 0.62 0.71 0.54 0.52],[0.2  0.66 0.63 0.58 0.5 ],[0.23 0.64 0.67 0.56 0.51],[0.24 0.6  0.66 0.58 0.53]
1910,The object is an old can opener. It is completely metal.,can_opener_5_4,1,[1 3 4 2 0],hammer_3_3,"['can_opener_5_4' 'medicine_bottle_5_2' 'soda_bottle_2_4' 'hammer_4_2'
 'hammer_3_3']",[0.56 0.52 0.69 0.55 0.39],[0.4  0.65 0.71 0.56 0.42],[0.48 0.59 0.7  0.56 0.4 ],[0.52 0.64 0.69 0.56 0.44]
1911,The object is a bottle of water. the bottle is clear and appears to be empty.,water_bottle_2_3,0,[0 3 2 1 4],water_bottle_2_3,"['water_bottle_2_3' 'hammer_5_1' 'toothbrush_5_3' 'lightbulb_2_4'
 'lime_2_2']",[0.23 0.62 0.58 0.51 0.92],[0.22 0.67 0.61 0.66 0.76],[0.22 0.65 0.59 0.58 0.84],[0.23 0.66 0.61 0.58 0.89]
1912,It is a silver can opener.,can_opener_5_4,0,[0 2 4 3 1],can_opener_5_4,"['can_opener_5_4' 'measuring_tape_4_1' 'band_aid_1_4' 'band_aid_4_2'
 'bell_pepper_2_2']",[0.57 0.63 0.53 0.59 0.52],[0.36 0.54 0.71 0.6  0.64],[0.46 0.59 0.62 0.6  0.58],[0.46 0.56 0.61 0.63 0.57]
1913,It is a bottle of water with a blue cap.,water_bottle_2_3,0,[0 3 1 4 2],water_bottle_2_3,['water_bottle_2_3' 'pliers_5_3' 'scissors_2_3' 'banana_1_3' 'stapler_1_1'],[0.26 0.72 0.69 0.86 0.84],[0.17 0.87 0.73 0.76 0.75],[0.21 0.8  0.71 0.81 0.79],[0.26 0.72 0.67 0.71 0.74]
1914,This is a hand-operated can opener.,can_opener_5_4,0,[0 3 2 4 1],can_opener_5_4,"['can_opener_5_4' 'water_bottle_2_3' 'scissors_6_1' 'tissue_box_1_3'
 'screwdriver_3_3']",[0.56 0.76 0.55 0.75 0.47],[0.38 0.79 0.65 0.89 0.48],[0.47 0.77 0.6  0.82 0.48],[0.5  0.78 0.62 0.83 0.44]
1915,This is a bottle of drinking water with a blue resealable cap.,water_bottle_2_3,0,[0 1 4 3 2],water_bottle_2_3,"['water_bottle_2_3' 'hand_towel_3_4' 'band_aid_3_2' 'flashlight_2_3'
 'potato_1_1']",[0.23 0.66 0.82 0.76 0.66],[0.17 0.67 0.74 0.69 0.68],[0.2  0.66 0.78 0.73 0.67],[0.24 0.56 0.65 0.63 0.63]
1916,A metal can opener.,can_opener_5_4,0,[0 3 1 2 4],can_opener_5_4,"['can_opener_5_4' 'fork_4_2' 'stapler_3_2' 'toothpaste_3_4'
 'prescription_medicine_bottle_3_4']",[0.57 0.65 0.49 0.63 0.62],[0.36 0.5  0.49 0.5  0.6 ],[0.46 0.57 0.49 0.57 0.61],[0.45 0.54 0.47 0.54 0.59]
1917,A bottle of water. The bottle does not have any liquid in it.,water_bottle_2_3,0,[0 2 3 1 4],water_bottle_2_3,['water_bottle_2_3' 'lemon_3_4' 'plate_3_1' 'shampoo_5_2' 'stapler_1_1'],[0.23 0.61 0.76 0.5  0.81],[0.21 0.72 0.78 0.39 0.75],[0.22 0.66 0.77 0.45 0.78],[0.24 0.69 0.75 0.46 0.77]
1918,a silver manual can opener,can_opener_5_4,1,[1 0 2 3 4],allen_wrench_4_3,"['can_opener_5_4' 'allen_wrench_4_3' 'marker_3_1' 'measuring_tape_1_1'
 'picture_frame_2_1']",[0.59 0.38 0.5  0.7  0.76],[0.38 0.41 0.52 0.61 0.79],[0.49 0.39 0.51 0.65 0.78],[0.49 0.35 0.48 0.63 0.75]
1919,a plastic bottle of water,water_bottle_2_3,0,[0 1 3 2 4],water_bottle_2_3,"['water_bottle_2_3' 'soda_bottle_4_1' 'measuring_tape_4_1'
 'tissue_box_1_3' 'food_can_2_2']",[0.24 0.39 0.66 0.54 0.92],[0.17 0.27 0.84 0.58 0.83],[0.21 0.33 0.75 0.56 0.88],[0.21 0.29 0.73 0.59 0.78]
1920,"There is a stoneware dinner plate colored a turquoise or cerulean blue, much like the pristine ocean waters of the Caribbean.",plate_2_1,0,[0 1 3 2 4],plate_2_1,"['plate_2_1' 'eye_glasses_4_1' 'prescription_medicine_bottle_1_3'
 'band_aid_5_3' 'prescription_medicine_bottle_1_3']",[0.39 0.53 0.62 0.59 0.62],[0.41 0.51 0.59 0.57 0.59],[0.4  0.52 0.6  0.58 0.6 ],[0.33 0.63 0.57 0.62 0.57]
1921,a blue plate,plate_2_1,0,[0 3 2 4 1],plate_2_1,['plate_2_1' 'marker_4_3' 'lemon_3_4' 'can_opener_5_4' 'lightbulb_2_4'],[0.16 0.6  0.58 0.56 0.49],[0.15 0.57 0.56 0.64 0.58],[0.15 0.58 0.57 0.6  0.53],[0.2  0.56 0.52 0.56 0.46]
1922,This is a blue dinner plate,plate_2_1,0,[0 4 3 2 1],plate_2_1,"['plate_2_1' 'soda_bottle_2_4' 'medicine_bottle_1_2' 'lime_5_3'
 'food_jar_1_3']",[0.13 0.84 0.72 0.74 0.68],[0.13 0.78 0.71 0.61 0.63],[0.13 0.81 0.72 0.68 0.65],[0.16 0.83 0.71 0.59 0.65]
1923,this is a blue salad plate.,plate_2_1,0,[0 3 2 4 1],plate_2_1,['plate_2_1' 'toothbrush_2_1' 'apple_4_4' 'gauze_2_3' 'bell_pepper_5_1'],[0.15 0.65 0.54 0.65 0.62],[0.16 0.59 0.63 0.6  0.49],[0.16 0.62 0.59 0.63 0.55],[0.17 0.64 0.62 0.69 0.57]
1924,A medium blue china plate.,plate_2_1,0,[0 4 3 2 1],plate_2_1,"['plate_2_1' 'medicine_bottle_1_4' 'medicine_bottle_1_2' 'can_opener_4_1'
 'flashlight_2_3']",[0.19 0.77 0.7  0.71 0.68],[0.18 0.74 0.73 0.71 0.73],[0.19 0.75 0.71 0.71 0.71],[0.35 0.65 0.59 0.62 0.67]
1925,TO SERVE A FOOD TO EAT.,plate_2_1,0,[0 4 2 1 3],plate_2_1,"['plate_2_1' 'can_opener_4_1' 'coffee_mug_1_1' 'cell_phone_2_2'
 'pencil_5_2']",[0.21 0.69 0.49 0.49 0.7 ],[0.19 0.72 0.52 0.48 0.66],[0.2  0.7  0.51 0.49 0.68],[0.2  0.74 0.58 0.5  0.72]
1926,It is a light blue bowl.,plate_2_1,1,[1 4 3 0 2],bowl_2_3,['plate_2_1' 'potato_4_1' 'screwdriver_4_3' 'bowl_2_3' 'food_jar_1_3'],[0.44 0.57 0.53 0.16 0.47],[0.43 0.62 0.62 0.23 0.41],[0.43 0.6  0.57 0.19 0.44],[0.4  0.53 0.53 0.34 0.51]
1927,This is a blue ceramic plate,plate_2_1,0,[0 3 4 2 1],plate_2_1,"['plate_2_1' 'scissors_6_1' 'can_opener_4_4' 'measuring_tape_1_1'
 'lightbulb_1_4']",[0.13 0.58 0.61 0.47 0.45],[0.13 0.62 0.62 0.61 0.58],[0.13 0.6  0.62 0.54 0.51],[0.2  0.65 0.6  0.6  0.45]
1928,This is a blue plate which is used to put food on.,plate_2_1,0,[0 3 1 4 2],plate_2_1,"['plate_2_1' 'prescription_medicine_bottle_2_4' 'lightbulb_1_4'
 'shampoo_3_1' 'banana_1_3']",[0.15 0.8  0.45 0.83 0.76],[0.16 0.73 0.59 0.84 0.67],[0.15 0.77 0.52 0.84 0.72],[0.29 0.65 0.42 0.72 0.61]
1929,The object is a round blue dinner plate.,plate_2_1,0,[0 3 4 2 1],plate_2_1,"['plate_2_1' 'gauze_2_3' 'food_jar_3_2' 'measuring_tape_1_3'
 'measuring_tape_2_1']",[0.15 0.68 0.64 0.62 0.43],[0.16 0.54 0.65 0.54 0.57],[0.15 0.61 0.64 0.58 0.5 ],[0.36 0.57 0.53 0.48 0.44]
1930,The object is a white LED light bulb.,lightbulb_2_4,0,[0 3 1 4 2],lightbulb_2_4,"['lightbulb_2_4' 'picture_frame_1_2' 'medicine_bottle_2_4' 'band_aid_3_2'
 'lemon_3_4']",[0.13 0.68 0.42 0.78 0.46],[0.27 0.61 0.47 0.68 0.48],[0.2  0.65 0.45 0.73 0.47],[0.33 0.55 0.49 0.57 0.46]
1931,"The object is an LED-style lightbulb. One third is made of metal, the second of opaque plastic, and the last third clear plastic.",lightbulb_2_4,0,[0 2 4 3 1],lightbulb_2_4,['lightbulb_2_4' 'pliers_2_3' 'screwdriver_2_1' 'hammer_6_2' 'potato_3_4'],[0.41 0.54 0.62 0.63 0.54],[0.46 0.49 0.72 0.59 0.47],[0.43 0.52 0.67 0.61 0.51],[0.37 0.6  0.68 0.72 0.52]
