,Text,Ground-Truth,Rank,All-Ranks,Prediction,Candidates,LR-distances,LD-distances,LRD-distances,ARD-distances,LARD-distances
3040,This is a tube of toothpaste,toothpaste_3_1,1,[1 0 4 2 3],gauze_2_2,"['toothpaste_3_1' 'gauze_2_2' 'pliers_5_3' 'medicine_bottle_1_2'
 'potato_3_4']",[0.33 0.28 0.67 0.58 0.6 ],[0.39 0.38 0.57 0.58 0.6 ],[0.36 0.33 0.62 0.58 0.6 ],[0.38 0.27 0.66 0.45 0.6 ],[0.37 0.3  0.64 0.51 0.6 ]
3041,A tube of tooth paste that has a white flip up lid. The tube is blue and white.,toothpaste_3_1,0,[0 1 3 2 4],toothpaste_3_1,"['toothpaste_3_1' 'bowl_5_4' 'food_jar_3_2' 'medicine_bottle_1_2'
 'lightbulb_4_3']",[0.34 0.48 0.63 0.5  0.59],[0.37 0.44 0.46 0.49 0.68],[0.35 0.46 0.54 0.49 0.64],[0.25 0.52 0.65 0.65 0.68],[0.3  0.49 0.6  0.57 0.66]
3042,"An opened, blue and white tube of toothpaste.",toothpaste_3_1,0,[0 2 4 3 1],toothpaste_3_1,"['toothpaste_3_1' 'water_bottle_5_1' 'measuring_tape_1_1' 'hammer_3_2'
 'medicine_bottle_5_2']",[0.34 0.37 0.68 0.63 0.41],[0.4  0.54 0.61 0.58 0.37],[0.37 0.46 0.64 0.61 0.39],[0.35 0.51 0.75 0.59 0.47],[0.36 0.48 0.7  0.6  0.43]
3043,This is a tube of toothpaste,toothpaste_3_1,0,[0 2 4 3 1],toothpaste_3_1,"['toothpaste_3_1' 'hammer_3_2' 'soda_bottle_2_4' 'lightbulb_3_3'
 'toothbrush_4_1']",[0.33 0.63 0.76 0.81 0.54],[0.39 0.61 0.78 0.51 0.35],[0.36 0.62 0.77 0.66 0.45],[0.52 0.72 0.52 0.57 0.46],[0.44 0.67 0.65 0.62 0.45]
3044,This is a tube of toothpaste. It is a favorite brand among most people. Its a paste that is used with a tooth brush to clean your mouth and teeth.,toothpaste_3_1,0,[0 3 2 4 1],toothpaste_3_1,"['toothpaste_3_1' 'food_jar_3_2' 'banana_1_3' 'bell_pepper_3_4'
 'cell_phone_1_2']",[0.3  0.74 0.73 0.69 0.43],[0.36 0.58 0.43 0.86 0.43],[0.33 0.66 0.58 0.77 0.43],[0.49 0.51 0.58 0.63 0.44],[0.41 0.58 0.58 0.7  0.44]
3045,This is a partially used tube of toothpaste.,toothpaste_3_1,0,[0 4 3 1 2],toothpaste_3_1,"['toothpaste_3_1' 'food_can_5_2' 'stapler_2_3' 'water_bottle_5_1'
 'picture_frame_4_2']",[0.35 0.72 0.49 0.38 0.54],[0.38 0.72 0.59 0.55 0.5 ],[0.37 0.72 0.54 0.47 0.52],[0.33 0.71 0.58 0.55 0.53],[0.35 0.72 0.56 0.51 0.53]
3046,nan,toothpaste_3_1,0,[0 1 3 2 4],toothpaste_3_1,"['toothpaste_3_1' 'lemon_2_4' 'cell_phone_1_2' 'soda_bottle_1_1'
 'eye_glasses_1_2']",[0.42 0.43 0.47 0.45 0.51],[0.36 0.36 0.47 0.45 0.48],[0.39 0.4  0.47 0.45 0.5 ],[0.3  0.74 0.48 0.69 0.68],[0.34 0.57 0.47 0.57 0.59]
3047,A blue and yellow handled Philips head screw driver.,screwdriver_3_3,2,[2 0 1 4 3],pliers_3_4,"['screwdriver_3_3' 'pliers_3_4' 'can_opener_4_1' 'apple_2_3'
 'soda_bottle_2_4']",[0.41 0.24 0.29 0.67 0.61],[0.66 0.25 0.29 0.61 0.61],[0.54 0.24 0.29 0.64 0.61],[0.57 0.24 0.29 0.7  0.73],[0.56 0.24 0.29 0.67 0.67]
3048,This is a Phillip's head screwdriver with a blue handle.,screwdriver_3_3,1,[1 4 3 0 2],fork_3_4,"['screwdriver_3_3' 'lightbulb_4_3' 'coffee_mug_1_1' 'fork_3_4'
 'lightbulb_5_2']",[0.46 0.62 0.67 0.37 0.67],[0.58 0.66 0.6  0.58 0.46],[0.52 0.64 0.63 0.47 0.56],[0.4  0.46 0.34 0.41 0.43],[0.46 0.55 0.49 0.44 0.5 ]
3049,I see an screw driver on the table.,screwdriver_3_3,2,[2 4 1 3 0],pliers_4_1,"['screwdriver_3_3' 'soda_bottle_5_2' 'lime_1_1' 'water_bottle_5_4'
 'pliers_4_1']",[0.37 0.53 0.41 0.53 0.34],[0.57 0.57 0.47 0.52 0.3 ],[0.47 0.55 0.44 0.53 0.32],[0.53 0.65 0.58 0.7  0.32],[0.5  0.6  0.51 0.61 0.32]
3050,This is a screwdriver with a blue handle.,screwdriver_3_3,0,[0 3 4 1 2],screwdriver_3_3,"['screwdriver_3_3' 'water_bottle_3_3' 'coffee_mug_3_1' 'syringe_2_4'
 'coffee_mug_4_3']",[0.47 0.52 0.67 0.5  0.54],[0.63 0.65 0.66 0.61 0.61],[0.55 0.58 0.67 0.56 0.57],[0.4  0.36 0.39 0.41 0.4 ],[0.48 0.47 0.53 0.48 0.48]
3051,This is a screwdriver.,screwdriver_3_3,3,[3 2 0 4 1],hammer_1_3,['screwdriver_3_3' 'stapler_1_1' 'hammer_1_3' 'apple_1_5' 'marker_2_1'],[0.47 0.44 0.37 0.61 0.38],[0.63 0.53 0.39 0.61 0.45],[0.55 0.48 0.38 0.61 0.42],[0.44 0.37 0.44 0.48 0.45],[0.49 0.43 0.41 0.55 0.43]
3052,There is a blue handled screwdriver.,screwdriver_3_3,2,[2 3 4 1 0],spoon_4_2,['screwdriver_3_3' 'allen_wrench_2_3' 'lime_3_1' 'marker_3_1' 'spoon_4_2'],[0.38 0.44 0.48 0.4  0.28],[0.47 0.46 0.53 0.43 0.38],[0.43 0.45 0.5  0.41 0.33],[0.54 0.67 0.62 0.51 0.44],[0.48 0.56 0.56 0.46 0.39]
3053,The object is a screwdriver with a dark blue handle.,screwdriver_3_3,1,[1 0 4 2 3],pliers_5_3,"['screwdriver_3_3' 'pliers_5_3' 'plate_2_1' 'lemon_4_4'
 'medicine_bottle_1_4']",[0.44 0.3  0.69 0.57 0.64],[0.53 0.31 0.72 0.58 0.61],[0.48 0.3  0.71 0.57 0.62],[0.45 0.24 0.55 0.6  0.65],[0.47 0.27 0.63 0.59 0.64]
3054,A screwdriver with a blue handle.,screwdriver_3_3,2,[2 3 4 1 0],shampoo_4_2,"['screwdriver_3_3' 'soda_bottle_5_4' 'food_can_3_2' 'hand_towel_2_3'
 'shampoo_4_2']",[0.43 0.63 0.62 0.48 0.43],[0.57 0.52 0.58 0.47 0.46],[0.5  0.57 0.6  0.47 0.45],[0.48 0.73 0.76 0.54 0.59],[0.49 0.65 0.68 0.51 0.52]
3055,This is a blue screwdriver.,screwdriver_3_3,3,[3 0 1 4 2],fork_2_3,"['screwdriver_3_3' 'fork_2_3' 'scissors_3_3' 'band_aid_2_4'
 'water_bottle_1_4']",[0.43 0.44 0.49 0.69 0.5 ],[0.62 0.48 0.51 0.72 0.52],[0.52 0.46 0.5  0.71 0.51],[0.35 0.45 0.46 0.6  0.4 ],[0.44 0.45 0.48 0.65 0.45]
3056,A screwdriver with a blue handle and yellow lettering.,screwdriver_3_3,1,[1 4 3 2 0],allen_wrench_4_3,"['screwdriver_3_3' 'potato_3_4' 'measuring_tape_1_1' 'allen_wrench_2_2'
 'allen_wrench_4_3']",[0.39 0.6  0.64 0.53 0.42],[0.5  0.55 0.45 0.49 0.46],[0.44 0.57 0.55 0.51 0.44],[0.45 0.54 0.5  0.51 0.42],[0.45 0.55 0.53 0.51 0.43]
3057,Sixteen oz bottle of Dr. pepper soda.,soda_bottle_1_1,0,[0 1 3 4 2],soda_bottle_1_1,"['soda_bottle_1_1' 'water_bottle_5_1' 'onion_4_4' 'potato_4_1'
 'can_opener_4_4']",[0.09 0.39 0.55 0.51 0.53],[0.1  0.24 0.47 0.59 0.44],[0.1  0.32 0.51 0.55 0.49],[0.21 0.2  0.47 0.48 0.56],[0.15 0.26 0.49 0.51 0.52]
3058,White light bulb.,lightbulb_4_3,0,[0 4 2 1 3],lightbulb_4_3,"['lightbulb_4_3' 'spoon_5_4' 'prescription_medicine_bottle_1_3'
 'marker_4_3' 'soda_bottle_5_4']",[0.25 0.56 0.44 0.44 0.51],[0.34 0.59 0.5  0.39 0.57],[0.29 0.58 0.47 0.41 0.54],[0.37 0.46 0.36 0.29 0.66],[0.33 0.52 0.42 0.35 0.6 ]
3059,It is a bottle of soda. The flavor of the soda is Dr Pepper.,soda_bottle_1_1,0,[0 3 1 2 4],soda_bottle_1_1,"['soda_bottle_1_1' 'screwdriver_5_1' 'bell_pepper_2_2' 'toothpaste_1_3'
 'allen_wrench_1_4']",[0.1  0.7  0.23 0.68 0.68],[0.1  0.65 0.34 0.46 0.67],[0.1  0.67 0.29 0.57 0.67],[0.34 0.5  0.36 0.34 0.46],[0.22 0.59 0.32 0.45 0.57]
3060,There is a white light bulb. It is a standard size light bulb that would fit in most lamps and rooms.,lightbulb_4_3,0,[0 2 3 4 1],lightbulb_4_3,['lightbulb_4_3' 'cell_phone_2_2' 'notebook_1_1' 'spoon_1_3' 'cap_1_2'],[0.3  0.42 0.54 0.6  0.37],[0.4  0.4  0.6  0.74 0.41],[0.35 0.41 0.57 0.67 0.39],[0.52 0.52 0.55 0.64 0.45],[0.43 0.46 0.56 0.65 0.42]
3061,A sealed plastic bottle of Dr. Pepper is placed upright.,soda_bottle_1_1,0,[0 1 4 3 2],soda_bottle_1_1,"['soda_bottle_1_1' 'picture_frame_5_3' 'band_aid_2_4' 'stapler_5_4'
 'bowl_3_2']",[0.16 0.45 0.55 0.52 0.47],[0.16 0.33 0.57 0.46 0.46],[0.16 0.39 0.56 0.49 0.46],[0.34 0.31 0.49 0.5  0.51],[0.25 0.35 0.52 0.5  0.49]
3062,It's a white light bulb laying on its side.,lightbulb_4_3,0,[0 3 2 1 4],lightbulb_4_3,['lightbulb_4_3' 'screwdriver_4_3' 'stapler_2_1' 'stapler_4_4' 'fork_2_3'],[0.28 0.51 0.45 0.45 0.62],[0.37 0.52 0.52 0.35 0.55],[0.33 0.51 0.48 0.4  0.58],[0.41 0.52 0.41 0.45 0.52],[0.37 0.51 0.45 0.42 0.55]
3063,This is a bottle of Dr Pepper,soda_bottle_1_1,0,[0 2 1 3 4],soda_bottle_1_1,"['soda_bottle_1_1' 'hand_towel_2_3' 'medicine_bottle_1_2' 'spoon_2_3'
 'toothpaste_2_4']",[0.12 0.42 0.23 0.4  0.54],[0.12 0.47 0.25 0.57 0.52],[0.12 0.44 0.24 0.49 0.53],[0.21 0.4  0.37 0.45 0.58],[0.17 0.42 0.3  0.47 0.56]
3064,This is a lightbulb,lightbulb_4_3,1,[1 3 2 0 4],can_opener_5_4,"['lightbulb_4_3' 'can_opener_1_4' 'plate_3_1' 'can_opener_5_4'
 'bell_pepper_3_4']",[0.32 0.46 0.39 0.4  0.52],[0.45 0.38 0.43 0.34 0.63],[0.38 0.42 0.41 0.37 0.58],[0.22 0.37 0.38 0.37 0.41],[0.3  0.4  0.39 0.37 0.5 ]
3065,This is a bottle of Dr. Pepper.,soda_bottle_1_1,0,[0 3 1 4 2],soda_bottle_1_1,"['soda_bottle_1_1' 'fork_5_1' 'hammer_3_3' 'cell_phone_2_2'
 'toothbrush_4_2']",[0.09 0.59 0.5  0.61 0.58],[0.09 0.59 0.49 0.63 0.51],[0.09 0.59 0.5  0.62 0.55],[0.43 0.43 0.39 0.57 0.51],[0.26 0.51 0.44 0.59 0.53]
3066,"This is a lightbulb,",lightbulb_4_3,0,[0 3 1 2 4],lightbulb_4_3,['lightbulb_4_3' 'hammer_3_2' 'cap_1_2' 'scissors_5_1' 'soda_bottle_2_4'],[0.27 0.57 0.36 0.49 0.59],[0.38 0.54 0.42 0.52 0.61],[0.33 0.55 0.39 0.51 0.6 ],[0.4  0.68 0.45 0.51 0.55],[0.36 0.62 0.42 0.51 0.58]
3067,"This is a picture of Dr. Pepper, often referred to as soda or pop, which is a beverage to drink.",soda_bottle_1_1,0,[0 4 1 3 2],soda_bottle_1_1,"['soda_bottle_1_1' 'flashlight_2_3' 'picture_frame_4_4' 'lemon_4_4'
 'mouse_2_3']",[0.16 0.51 0.39 0.49 0.49],[0.16 0.55 0.35 0.51 0.46],[0.16 0.53 0.37 0.5  0.47],[0.26 0.49 0.32 0.47 0.42],[0.21 0.51 0.34 0.49 0.45]
3068,This is a picture of a light bulb that comes in different sizes.,lightbulb_4_3,3,[3 1 4 0 2],flashlight_3_4,"['lightbulb_4_3' 'screwdriver_5_4' 'banana_5_4' 'flashlight_3_4'
 'measuring_tape_1_1']",[0.38 0.36 0.53 0.31 0.38],[0.46 0.4  0.42 0.28 0.4 ],[0.42 0.38 0.47 0.3  0.39],[0.36 0.48 0.55 0.39 0.49],[0.39 0.43 0.51 0.34 0.44]
3069,A sixteen ounce bottle of Dr. Pepsi.,soda_bottle_1_1,0,[0 4 1 3 2],soda_bottle_1_1,"['soda_bottle_1_1' 'toothpaste_4_2' 'can_opener_2_1' 'toothbrush_2_1'
 'lightbulb_3_3']",[0.08 0.6  0.48 0.62 0.54],[0.09 0.64 0.49 0.51 0.45],[0.08 0.62 0.49 0.56 0.49],[0.21 0.5  0.52 0.6  0.45],[0.15 0.56 0.51 0.58 0.47]
3070,A screw in light bulb.,lightbulb_4_3,0,[0 2 4 3 1],lightbulb_4_3,['lightbulb_4_3' 'lime_2_2' 'fork_3_4' 'tissue_box_1_3' 'stapler_2_1'],[0.28 0.51 0.63 0.6  0.38],[0.34 0.51 0.54 0.56 0.44],[0.31 0.51 0.58 0.58 0.41],[0.38 0.57 0.63 0.37 0.52],[0.35 0.54 0.61 0.48 0.47]
3071,This is Dr. Pepper. It is a carbonated beverage that is dark in color.,soda_bottle_1_1,0,[0 1 2 4 3],soda_bottle_1_1,['soda_bottle_1_1' 'pliers_5_3' 'lime_4_2' 'band_aid_2_4' 'food_can_3_3'],[0.12 0.54 0.55 0.72 0.57],[0.12 0.51 0.51 0.68 0.59],[0.12 0.53 0.53 0.7  0.58],[0.19 0.69 0.64 0.52 0.39],[0.15 0.61 0.58 0.61 0.48]
3072,This is a lightbulb. It is white in color.,lightbulb_4_3,0,[0 4 3 2 1],lightbulb_4_3,['lightbulb_4_3' 'eye_glasses_4_1' 'food_jar_4_1' 'gauze_2_3' 'lime_5_3'],[0.29 0.64 0.57 0.56 0.48],[0.39 0.52 0.59 0.42 0.47],[0.34 0.58 0.58 0.49 0.48],[0.29 0.64 0.53 0.58 0.36],[0.31 0.61 0.56 0.53 0.42]
3073,This is a large plastic bottle of soda. The brand is Dr. Pepper.,soda_bottle_1_1,0,[0 3 2 4 1],soda_bottle_1_1,"['soda_bottle_1_1' 'plate_3_1' 'lemon_1_4' 'measuring_tape_2_4'
 'can_opener_4_4']",[0.08 0.69 0.63 0.64 0.63],[0.09 0.64 0.63 0.7  0.49],[0.08 0.67 0.63 0.67 0.56],[0.26 0.46 0.64 0.61 0.52],[0.17 0.56 0.63 0.64 0.54]
3074,This is a white lightbulb.,lightbulb_4_3,0,[0 1 4 3 2],lightbulb_4_3,"['lightbulb_4_3' 'medicine_bottle_1_2' 'food_jar_2_3' 'band_aid_4_2'
 'shampoo_2_2']",[0.26 0.45 0.61 0.64 0.54],[0.37 0.54 0.62 0.48 0.55],[0.32 0.5  0.61 0.56 0.55],[0.33 0.33 0.32 0.46 0.29],[0.32 0.41 0.47 0.51 0.42]
3075,Comfort grip scissors with open blades.,scissors_6_1,0,[0 4 3 2 1],scissors_6_1,"['scissors_6_1' 'soda_bottle_4_1' 'food_can_3_2' 'can_opener_5_4'
 'spoon_3_3']",[0.33 0.66 0.59 0.36 0.4 ],[0.33 0.64 0.5  0.54 0.44],[0.33 0.65 0.55 0.45 0.42],[0.28 0.71 0.56 0.44 0.5 ],[0.3  0.68 0.55 0.45 0.46]
3076,Double sided black picture frame.,picture_frame_4_2,0,[0 2 1 3 4],picture_frame_4_2,['picture_frame_4_2' 'fork_5_1' 'marker_2_1' 'bowl_3_2' 'bowl_4_2'],[0.2  0.48 0.45 0.54 0.6 ],[0.32 0.41 0.39 0.57 0.56],[0.26 0.44 0.42 0.55 0.58],[0.46 0.33 0.35 0.53 0.52],[0.36 0.39 0.38 0.54 0.55]
3077,Desk stapler with purple handle and black base.,stapler_3_2,0,[0 2 1 3 4],stapler_3_2,"['stapler_3_2' 'eye_glasses_2_1' 'toothpaste_3_4' 'food_jar_1_3'
 'water_bottle_4_1']",[0.34 0.39 0.42 0.5  0.54],[0.29 0.5  0.41 0.42 0.48],[0.31 0.45 0.41 0.46 0.51],[0.31 0.31 0.42 0.59 0.63],[0.31 0.38 0.42 0.52 0.57]
3078,This is a small pair of scissors. They have a blue and gray handle.,scissors_6_1,0,[0 2 4 1 3],scissors_6_1,['scissors_6_1' 'fork_2_3' 'onion_5_1' 'sponge_1_3' 'soda_bottle_1_1'],[0.22 0.61 0.78 0.48 0.71],[0.26 0.37 0.83 0.47 0.73],[0.24 0.49 0.81 0.48 0.72],[0.4  0.4  0.73 0.57 0.76],[0.32 0.45 0.77 0.52 0.74]
3079,This is a two part folding photo frame. It is black in color and holds two photos.,picture_frame_4_2,0,[0 3 2 1 4],picture_frame_4_2,"['picture_frame_4_2' 'coffee_mug_3_1' 'plate_2_1' 'coffee_mug_4_3'
 'food_can_4_3']",[0.19 0.49 0.43 0.35 0.45],[0.29 0.47 0.46 0.41 0.52],[0.24 0.48 0.45 0.38 0.49],[0.59 0.65 0.43 0.67 0.71],[0.41 0.56 0.44 0.52 0.6 ]
3080,This is a small stapler. It is transparent purple in color.,stapler_3_2,0,[0 3 1 4 2],stapler_3_2,"['stapler_3_2' 'hammer_2_4' 'allen_wrench_2_3' 'water_bottle_3_3'
 'eye_glasses_1_2']",[0.39 0.6  0.42 0.69 0.52],[0.29 0.6  0.4  0.67 0.56],[0.34 0.6  0.41 0.68 0.54],[0.39 0.53 0.29 0.58 0.37],[0.37 0.57 0.35 0.63 0.46]
3081,This is a small pair of open scissors with blue handles.,scissors_6_1,0,[0 2 3 4 1],scissors_6_1,['scissors_6_1' 'measuring_tape_2_1' 'lime_4_2' 'food_jar_5_2' 'mouse_2_3'],[0.25 0.55 0.59 0.66 0.36],[0.27 0.67 0.67 0.65 0.4 ],[0.26 0.61 0.63 0.65 0.38],[0.32 0.46 0.65 0.41 0.37],[0.29 0.53 0.64 0.53 0.37]
3082,This is a black picture frame with no pictures inside.,picture_frame_4_2,0,[0 1 4 2 3],picture_frame_4_2,"['picture_frame_4_2' 'scissors_3_3' 'bowl_4_2' 'coffee_mug_1_1'
 'water_bottle_1_4']",[0.2  0.42 0.66 0.42 0.47],[0.3  0.44 0.63 0.47 0.54],[0.25 0.43 0.65 0.44 0.5 ],[0.47 0.42 0.53 0.51 0.47],[0.36 0.42 0.59 0.48 0.48]
3083,This is a purple stapler.,stapler_3_2,0,[0 3 4 2 1],stapler_3_2,"['stapler_3_2' 'screwdriver_4_3' 'water_bottle_3_3' 'spoon_3_3'
 'marker_4_4']",[0.31 0.62 0.64 0.37 0.35],[0.24 0.51 0.7  0.59 0.42],[0.28 0.57 0.67 0.48 0.38],[0.37 0.34 0.36 0.38 0.4 ],[0.32 0.46 0.51 0.43 0.39]
3084,The object is a pair of scissors. The have blue plastic handles and metal shears.,scissors_6_1,0,[0 2 4 1 3],scissors_6_1,"['scissors_6_1' 'soda_bottle_5_2' 'prescription_medicine_bottle_1_3'
 'stapler_3_2' 'measuring_tape_5_2']",[0.26 0.63 0.84 0.45 0.59],[0.29 0.58 0.52 0.55 0.66],[0.28 0.6  0.68 0.5  0.63],[0.42 0.62 0.51 0.35 0.42],[0.35 0.61 0.59 0.42 0.52]
3085,"The object is a folding picture frame. The frames are black, and it holds 2 photos.",picture_frame_4_2,0,[0 4 3 2 1],picture_frame_4_2,"['picture_frame_4_2' 'screwdriver_3_3' 'soda_bottle_4_3' 'band_aid_2_4'
 'band_aid_1_1']",[0.19 0.5  0.49 0.37 0.43],[0.28 0.59 0.39 0.44 0.34],[0.23 0.55 0.44 0.4  0.39],[0.36 0.51 0.43 0.41 0.42],[0.3  0.53 0.43 0.4  0.4 ]
3086,"The object is a stapler. It is smaller, and made of see-through purple plastic.",stapler_3_2,1,[1 4 2 0 3],measuring_tape_1_3,"['stapler_3_2' 'lemon_2_4' 'food_can_3_3' 'measuring_tape_1_3'
 'marker_6_3']",[0.35 0.66 0.46 0.28 0.49],[0.31 0.64 0.35 0.24 0.38],[0.33 0.65 0.41 0.26 0.44],[0.34 0.62 0.55 0.36 0.45],[0.33 0.63 0.48 0.31 0.45]
3087,It is a blue scissors.,scissors_6_1,0,[0 3 2 1 4],scissors_6_1,"['scissors_6_1' 'eye_glasses_2_3' 'flashlight_1_3' 'hammer_3_2'
 'pencil_1_3']",[0.25 0.28 0.32 0.37 0.37],[0.33 0.43 0.39 0.33 0.47],[0.29 0.35 0.35 0.35 0.42],[0.33 0.37 0.43 0.37 0.49],[0.31 0.36 0.39 0.36 0.46]
3088,It is a two-part Brown picture frame.,picture_frame_4_2,0,[0 2 1 4 3],picture_frame_4_2,"['picture_frame_4_2' 'marker_4_4' 'tissue_box_1_4' 'toothbrush_5_3'
 'plate_3_1']",[0.19 0.42 0.26 0.51 0.43],[0.31 0.4  0.28 0.42 0.44],[0.25 0.41 0.27 0.47 0.43],[0.42 0.57 0.4  0.43 0.3 ],[0.33 0.49 0.34 0.45 0.37]
3089,It is a medium purple stapler.,stapler_3_2,0,[0 1 2 4 3],stapler_3_2,"['stapler_3_2' 'food_can_5_2' 'toothbrush_4_2' 'soda_bottle_3_2'
 'picture_frame_5_1']",[0.35 0.53 0.49 0.71 0.58],[0.28 0.55 0.66 0.69 0.62],[0.32 0.54 0.58 0.7  0.6 ],[0.45 0.63 0.59 0.47 0.44],[0.38 0.58 0.58 0.59 0.52]
3090,A pair of open blue scissors.,scissors_6_1,0,[0 1 3 2 4],scissors_6_1,"['scissors_6_1' 'stapler_1_1' 'fork_5_1'
 'prescription_medicine_bottle_3_3' 'bowl_2_3']",[0.27 0.47 0.6  0.61 0.56],[0.28 0.48 0.76 0.68 0.81],[0.28 0.48 0.68 0.64 0.69],[0.34 0.34 0.42 0.6  0.51],[0.31 0.41 0.55 0.62 0.6 ]
3091,"An empty, black fold out picture frame.",picture_frame_4_2,0,[0 4 2 3 1],picture_frame_4_2,"['picture_frame_4_2' 'potato_3_4' 'apple_4_4' 'bell_pepper_2_1'
 'bell_pepper_4_3']",[0.24 0.53 0.46 0.56 0.46],[0.3  0.51 0.55 0.46 0.55],[0.27 0.52 0.51 0.51 0.51],[0.29 0.52 0.58 0.49 0.5 ],[0.28 0.52 0.54 0.5  0.5 ]
3092,"A small, plastic blue stapler.",stapler_3_2,0,[0 3 4 1 2],stapler_3_2,"['stapler_3_2' 'spoon_4_2' 'soda_bottle_3_2' 'pliers_3_4'
 'water_bottle_5_4']",[0.39 0.6  0.66 0.48 0.48],[0.28 0.49 0.65 0.45 0.5 ],[0.33 0.55 0.66 0.46 0.49],[0.42 0.34 0.5  0.48 0.39],[0.37 0.44 0.58 0.47 0.44]
3093,The object is a pair of scissors with blue and gray handles.,scissors_6_1,0,[0 4 3 1 2],scissors_6_1,"['scissors_6_1' 'prescription_medicine_bottle_3_4' 'screwdriver_4_3'
 'screwdriver_1_3' 'banana_1_3']",[0.24 0.72 0.34 0.28 0.44],[0.25 0.67 0.56 0.5  0.43],[0.25 0.69 0.45 0.39 0.43],[0.32 0.69 0.51 0.43 0.49],[0.28 0.69 0.48 0.41 0.46]
3094,This object is a bi-fold black picture frame.,picture_frame_4_2,0,[0 2 1 4 3],picture_frame_4_2,"['picture_frame_4_2' 'toothpaste_2_4' 'coffee_mug_4_3' 'bell_pepper_1_1'
 'pencil_4_4']",[0.17 0.38 0.39 0.69 0.52],[0.29 0.54 0.45 0.55 0.44],[0.23 0.46 0.42 0.62 0.48],[0.35 0.52 0.55 0.57 0.36],[0.29 0.49 0.48 0.59 0.42]
3095,This object is a purple stapler.,stapler_3_2,1,[1 4 0 2 3],pill_cutter_1_4,"['stapler_3_2' 'water_bottle_2_4' 'pill_cutter_1_4' 'allen_wrench_4_3'
 'scissors_3_3']",[0.32 0.67 0.31 0.48 0.51],[0.26 0.68 0.2  0.39 0.47],[0.29 0.68 0.26 0.44 0.49],[0.37 0.6  0.3  0.35 0.51],[0.33 0.64 0.28 0.39 0.5 ]
3096,This pair of blue rubber handled scissors is open,scissors_6_1,0,[0 3 4 2 1],scissors_6_1,['scissors_6_1' 'food_can_4_3' 'bowl_1_4' 'flashlight_3_4' 'stapler_2_1'],[0.22 0.57 0.68 0.52 0.47],[0.22 0.59 0.69 0.61 0.46],[0.22 0.58 0.69 0.56 0.46],[0.31 0.49 0.63 0.6  0.44],[0.26 0.54 0.66 0.58 0.45]
3097,This is small picture frame with 2 slots,picture_frame_4_2,0,[0 2 3 1 4],picture_frame_4_2,"['picture_frame_4_2' 'pliers_4_1' 'apple_1_2' 'measuring_tape_5_2'
 'bell_pepper_1_1']",[0.27 0.47 0.5  0.36 0.67],[0.33 0.5  0.51 0.41 0.47],[0.3  0.49 0.51 0.38 0.57],[0.42 0.54 0.58 0.28 0.56],[0.36 0.51 0.54 0.33 0.57]
3098,This is a small purple office stapler,stapler_3_2,0,[0 2 3 1 4],stapler_3_2,"['stapler_3_2' 'food_can_1_4' 'toothbrush_2_1' 'coffee_mug_4_3'
 'screwdriver_2_2']",[0.32 0.53 0.63 0.5  0.69],[0.25 0.54 0.59 0.47 0.67],[0.28 0.53 0.61 0.49 0.68],[0.42 0.45 0.51 0.5  0.64],[0.35 0.49 0.56 0.49 0.66]
3099,This is a scissors . It is used to cut hairs in the barbor shop,scissors_6_1,0,[0 3 1 4 2],scissors_6_1,['scissors_6_1' 'medicine_bottle_2_4' 'pencil_4_4' 'lime_4_2' 'book_3_1'],[0.28 0.77 0.3  0.73 0.71],[0.3  0.66 0.46 0.75 0.64],[0.29 0.72 0.38 0.74 0.68],[0.47 0.6  0.38 0.49 0.42],[0.38 0.66 0.38 0.61 0.55]
3100,nan,picture_frame_4_2,2,[2 0 1 4 3],allen_wrench_1_4,"['picture_frame_4_2' 'allen_wrench_1_4' 'allen_wrench_5_2'
 'soda_bottle_5_4' 'food_jar_4_1']",[0.37 0.3  0.34 0.45 0.43],[0.39 0.31 0.32 0.42 0.39],[0.38 0.3  0.33 0.43 0.41],[0.35 0.49 0.4  0.22 0.38],[0.36 0.4  0.36 0.33 0.39]
3101,this is a stapler. it is used to join paper of pages,stapler_3_2,0,[0 1 4 3 2],stapler_3_2,['stapler_3_2' 'pencil_2_1' 'pencil_1_3' 'water_bottle_5_1' 'potato_3_4'],[0.32 0.41 0.56 0.51 0.51],[0.24 0.44 0.5  0.53 0.48],[0.28 0.42 0.53 0.52 0.5 ],[0.33 0.31 0.41 0.5  0.56],[0.3  0.37 0.47 0.51 0.53]
3102,This is a pair of small scissors. They appear sharp and have a blue handle with gray on the inside of the finger grips.,scissors_6_1,0,[0 1 3 4 2],scissors_6_1,['scissors_6_1' 'cap_2_2' 'cell_phone_1_2' 'bowl_2_3' 'notebook_2_3'],[0.22 0.3  0.61 0.6  0.65],[0.22 0.6  0.63 0.84 0.56],[0.22 0.45 0.62 0.72 0.61],[0.31 0.53 0.62 0.76 0.67],[0.27 0.49 0.62 0.74 0.64]
